city,country,latitude,longitude,temperature,humidity (%),cloudiness (%),wind_speed (kmph)
igarka,ru,67,86,-14,85,88,4
atuona,pf,-9,-139,26,100,0,6
casa nova,br,-11,-39,25,74,68,5
zhanaozen,kz,43,52,-2,83,12,2
poso,id,-1,120,27,100,32,0
dallas,us,32,-96,6,60,1,2
puerto ayacucho,ve,5,-67,29,62,0,2
lipin bor,ru,60,37,-5,88,80,6
nimaparha,in,20,86,15,93,0,1
kareli,in,22,79,16,97,64,2
albion,mu,41,-98,-7,80,1,1
bermeo,es,43,-2,9,93,92,1
normandin,ca,48,-72,-13,84,90,4
mlonggo,id,-6,110,25,100,20,2
tsabong,bw,-26,22,18,18,0,5
san fernando,mx,10,-61,25,83,20,2
barbar,sd,,,,,,
vychegodskiy,ru,61,46,-5,88,68,2
labuan,my,5,115,28,74,75,1
balingasay,ph,16,119,26,100,0,3
bien hoa,vn,10,106,27,83,20,3
arnedo,es,42,-2,9,76,0,3
fortuna foothills,us,32,-114,17,69,1,3
kermanshah,ir,34,47,2,100,40,1
scarborough,tt,54,0,3,86,0,3
mailsi,pk,29,72,12,97,44,1
sarkand,kz,45,79,-9,58,68,0
nevelsk,ru,46,141,-5,79,75,4
jacmel,ht,18,-72,26,78,20,6
nam tha,la,,,,,,
fethiye,tr,36,29,13,87,75,4
camapua,br,-19,-54,28,33,0,4
guarapari,br,-20,-40,22,88,75,1
somerset,us,37,-84,0,100,90,4
santo antonio do leverger,br,-15,-56,24,94,0,1
bonnyville,ca,54,-110,-11,92,5,2
smolensk,ru,54,32,0,96,80,5
dzheguta,ru,43,42,-3,48,44,1
musenita,ro,47,26,1,86,68,2
chabahar,ir,25,60,23,100,0,6
peace river,ca,56,-117,-8,78,90,2
frederiksvaerk,dk,55,12,4,98,20,5
mount barker,au,-35,138,25,31,0,6
moerai,pf,-22,-151,26,100,80,8
coolum beach,au,-26,153,24,81,64,3
gari,ru,59,62,-12,75,48,1
ayr,au,55,-4,3,87,40,2
palmares do sul,br,-30,-50,22,67,64,5
camabatela,ao,-8,15,19,96,92,1
beatrice,us,40,-96,-2,79,1,1
volksrust,za,-27,29,12,100,92,2
xiaolingwei,cn,32,118,4,100,90,2
smirnykh,ru,49,142,-10,63,8,5
high rock,bs,26,-78,26,83,75,4
osmena,ph,12,124,26,94,24,2
skotterud,no,59,12,0,82,68,5
kagadi,ug,0,30,21,100,64,2
tangshan,cn,39,118,-16,57,0,1
villacarrillo,es,38,-3,1,80,0,1
vostok,ru,46,135,-22,64,20,1
bosobolo,cd,4,19,19,87,0,1
katobu,id,-4,122,28,98,44,1
saurimo,ao,-9,20,18,99,88,1
ivanovo,ru,57,40,-4,93,88,6
sitrah,bh,26,50,20,60,0,2
freeport,us,26,-78,26,83,75,4
karoi,zw,-16,29,17,98,68,1
piranshahr,ir,36,45,-1,100,48,0
cumaribo,co,,,,,,
votkinsk,ru,57,53,-5,93,88,2
port-de-paix,ht,,,,,,
desbiens,ca,48,-71,-13,84,90,4
vitim,ru,59,112,-22,62,68,3
raipur,in,21,81,20,77,40,1
kracheh,kh,,,,,,
novyy urgal,ru,51,132,-34,47,64,1
pytalovo,ru,57,27,0,97,80,5
vodnyy,ru,63,53,-6,86,88,2
laramie,us,41,-105,-5,87,1,2
statesville,us,35,-80,0,95,90,3
migori,ke,-1,34,17,100,92,1
batabano,cu,22,-82,23,94,75,2
nsoko,sz,-27,31,18,98,92,4
touba,ci,14,-15,21,43,0,3
nizhneyansk,ru,,,,,,
soyo,ao,-6,12,22,98,68,1
torzhok,ru,57,34,-2,96,80,2
tuzha,ru,28,109,-2,91,92,1
samfya,zm,-11,29,18,100,80,3
kundiawa,pg,-6,144,19,86,76,0
khor,qa,47,134,-24,77,24,2
beruni,uz,,,,,,
cottonwood,us,34,-112,5,39,1,4
nueva loja,ec,0,-76,24,89,48,0
acatlan,mx,,,,,,
masumbwe,tz,-3,32,16,98,68,1
shurugwi,zw,-19,30,18,100,92,1
vangaindrano,mg,-23,47,21,92,32,1
belokurikha,ru,52,84,-27,26,0,1
papara,pf,-3,-38,28,78,75,3
bossembele,cf,,,,,,
inderborskiy,kz,,,,,,
pleasanton,us,37,-121,11,74,1,4
do rud,ir,,,,,,
eura,fi,61,22,3,93,92,5
mao,td,19,-71,24,88,20,5
libertad,ph,-34,-56,21,64,90,4
khislavichi,ru,54,32,0,96,80,4
graham,us,36,-79,0,88,90,7
kaspiyskiy,ru,45,47,-1,100,12,5
kemijarvi,fi,,,,,,
krasnovka,ru,48,40,1,95,92,5
shieli,kz,44,66,0,98,92,3
zwedru,lr,6,-8,23,89,0,3
mangrol,in,25,76,11,76,64,2
ruidoso,us,33,-105,5,44,1,5
dokka,no,60,10,0,66,88,2
malangali,tz,-8,34,16,95,44,0
balimo,pg,,,,,,
baisha,cn,19,109,17,97,88,2
kegayli,uz,,,,,,
khilok,ru,51,110,-28,74,64,1
suhbaatar,mn,50,106,-29,28,12,0
anuchino,ru,43,133,-22,61,0,1
ribeira grande,pt,38,-28,18,93,75,6
xiaoweizhai,cn,26,107,-3,99,92,1
paluan,ph,13,120,25,100,8,2
nova serrana,br,-19,-44,22,62,80,4
liuzhou,cn,24,109,2,100,92,3
magadi,ke,12,77,17,93,20,1
okoneshnikovo,ru,54,75,-21,60,36,1
bani walid,ly,31,14,7,91,0,3
suruc,tr,36,38,7,100,75,0
mbanza-ngungu,cd,-5,14,19,94,64,1
port townsend,us,48,-122,7,93,90,2
copalillo,mx,18,-99,24,41,8,0
onalaska,us,43,-91,-8,74,1,2
amazar,ru,53,120,-33,43,0,1
shenzhen,cn,22,114,13,76,90,8
eyemouth,gb,55,-2,4,100,0,5
shizilu,cn,21,109,9,100,100,7
changtu,cn,42,124,-20,56,24,1
chitral,pk,35,71,-9,82,76,0
gravatai,br,-29,-50,21,77,0,3
ulcinj,me,41,19,9,100,92,3
stepankovice,cz,49,18,5,86,0,7
potiskum,ng,11,11,18,41,0,3
balikpapan,id,-1,116,28,100,0,1
oeiras do para,br,-2,-49,23,100,92,0
moissala,td,8,17,19,63,0,1
sidi qasim,ma,,,,,,
iraucuba,br,-3,-39,25,84,76,2
caiaponia,br,-16,-51,19,93,48,1
clarksburg,us,39,-77,0,68,75,4
hudson bay,ca,52,-102,-8,85,0,2
san carlos del zulia,ve,9,-71,29,63,0,2
dunhua,cn,43,128,-22,60,0,1
loviisa,fi,60,26,1,100,90,5
kakonko,tz,-3,30,16,99,88,1
pietarsaari,fi,,,,,,
treuchtlingen,de,48,10,4,91,1,5
pocone,br,-16,-56,25,81,48,3
wakkanai,jp,45,141,-5,92,75,9
dossor,kz,47,52,-7,87,88,1
dhidhdhoo,mv,6,73,28,100,0,1
mahina,pf,13,-10,18,45,0,2
stokmarknes,no,68,14,1,100,80,6
curillo,co,1,-75,21,92,36,0
trairi,br,-3,-39,27,99,80,5
gualeguay,ar,-33,-59,23,63,0,2
sinop,tr,42,35,12,93,80,6
kirkwood,za,-33,25,13,82,0,1
zhireken,ru,52,117,-35,53,12,0
kushmurun,kz,,,,,,
galgani,sd,,,,,,
acayucan,mx,17,-94,22,88,90,10
deulgaon raja,in,20,76,18,55,8,1
shellbrook,ca,53,-106,-10,72,20,3
mbuji-mayi,cd,-6,23,20,99,92,0
mitsamiouli,km,-11,43,27,97,32,4
guderup,dk,54,9,5,75,76,6
sarlat-la-caneda,fr,44,1,7,93,90,2
aiquile,bo,-18,-65,17,58,88,1
kerrville,us,30,-99,4,75,1,1
daoukro,ci,7,-3,21,85,24,0
othonoi,gr,,,,,,
urambo,tz,-5,32,18,96,92,1
anamur,tr,36,32,13,93,75,1
goldsboro,us,35,-77,3,95,90,10
rafai,cf,4,23,21,67,0,3
vaxjo,se,,,,,,
turinsk,ru,58,63,-16,69,32,1
tupancireta,br,-29,-53,21,53,8,2
nassau,bs,51,13,5,75,75,6
sarreguemines,fr,49,7,5,86,75,6
dapaong,tg,10,0,20,44,0,3
fallon,us,46,-105,-3,70,1,4
yurla,ru,59,54,-6,91,76,2
salme,ee,13,19,15,36,0,3
lake city,us,38,-107,-3,35,1,1
sonari,in,27,95,11,87,20,1
el terrero,hn,29,-107,7,74,0,1
kafanchan,ng,9,8,17,48,0,2
tula,mx,54,37,0,96,92,5
anzhero-sudzhensk,ru,56,86,-24,76,20,1
setermoen,no,68,18,-14,92,88,4
haverfordwest,gb,51,-4,8,81,0,9
dolores,ar,-36,-57,17,99,92,2
inndyr,no,67,14,0,100,75,3
matsanga,cg,,,,,,
edd,er,13,41,18,91,0,0
el dorado,us,6,-61,22,96,92,1
primo tapia,mx,32,-116,17,72,1,2
borgarnes,is,64,-21,1,80,75,7
fort saint james,ca,54,-124,-4,80,68,2
saint andrews,ca,-44,171,11,100,88,1
sirjan,ir,29,55,-2,72,8,1
camara de lobos,pt,32,-16,17,77,40,2
plaster rock,ca,46,-67,-10,80,90,2
namanyere,tz,-7,31,16,100,92,0
mali,gn,27,102,2,46,0,0
san jose de guanipa,ve,8,-64,28,49,24,6
pointe michel,dm,15,-61,24,83,75,3
barabinsk,ru,55,78,-22,49,0,2
takab,ir,36,47,-7,82,20,0
pingzhuang,cn,,,,,,
chase,ca,43,-85,-2,86,90,2
sicuani,pe,-14,-71,8,25,44,2
el triunfo,ec,13,-86,27,53,0,2
skegness,gb,53,0,3,86,0,4
saint anthony,ca,43,-111,-10,70,1,2
reefton,nz,,,,,,
grenfell,ca,-33,148,24,62,100,1
khormuj,ir,,,,,,
catalao,br,-18,-47,20,79,36,5
mungaa,tz,-4,34,16,94,92,1
mikuni,jp,36,136,5,80,40,3
hovd,mn,63,10,1,100,75,4
cehegin,es,38,-1,2,78,0,1
beringovskiy,ru,63,179,-14,100,36,11
manzil tamim,tn,,,,,,
badulla,lk,6,81,19,98,56,0
pompeu,br,-21,-48,28,39,0,2
sucre,co,-19,-65,15,42,88,1
shangzhi,cn,45,127,-25,62,0,1
la ronge,ca,55,-105,-5,79,20,3
hunza,pk,,,,,,
prachatice,cz,49,14,2,95,76,7
khorion,gr,,,,,,
kokopo,pg,-4,152,29,95,32,2
benidorm,es,38,0,13,54,0,2
nazarovo,ru,56,90,-17,73,12,4
sibolga,id,1,98,21,100,32,1
abbeville,us,50,1,6,76,75,5
gescher,de,51,7,5,80,20,6
uk,ru,,,,,,
athabasca,ca,54,-113,-11,70,0,1
ofaqim,il,31,34,4,89,12,1
safford,us,32,-109,10,51,1,1
wieliczka,pl,49,20,5,86,75,5
oleksandrivka,ua,48,32,0,99,80,2
gadsden,us,34,-86,4,100,90,3
istanbul,tr,41,28,10,93,75,3
alpena,us,45,-83,-1,78,90,2
fereydunshahr,ir,32,50,-13,62,0,1
robertsport,lr,6,-11,28,100,0,4
acacias,co,5,-74,19,97,36,0
ormara,pk,25,64,21,95,0,4
manzil salim,tn,35,8,4,79,0,2
ensenada,mx,31,-116,18,50,8,0
demmin,de,53,13,5,80,75,8
coro,ve,11,-69,25,79,0,5
lohja,fi,60,24,3,93,75,4
worland,us,44,-107,-7,83,1,2
kozhevnikovo,ru,56,83,-25,64,0,1
umarizal,br,-5,-37,22,98,64,1
monze,zm,-16,27,18,98,88,4
sabang,id,13,123,24,100,68,2
dudinka,ru,69,86,-14,84,76,7
eucaliptus,bo,-17,-67,7,92,88,2
manzanillo,mx,20,-77,26,100,0,3
kedrovyy,ru,56,91,-21,83,44,3
sumbe,ao,-11,13,22,100,0,1
isabela,us,10,122,26,85,8,1
tazmalt,dz,36,4,9,87,0,4
arvin,us,35,-118,12,77,1,2
kota,in,25,75,11,76,20,1
parintins,br,-2,-56,24,93,12,1
cedral,mx,23,-100,12,61,0,1
lidkoping,se,58,13,1,92,80,5
kathmandu,np,27,85,5,100,20,1
paysandu,uy,-32,-58,23,65,76,2
ibiapina,br,-3,-40,22,98,80,1
priiskovyy,ru,51,116,-38,0,32,0
policoro,it,40,16,11,93,40,3
cerrik,al,41,19,9,87,90,4
siderno,it,38,16,16,63,40,8
rawson,ar,-43,-65,25,27,0,3
tsienyane,bw,,,,,,
waipawa,nz,-39,176,21,61,0,6
erie,us,42,-80,-6,81,1,1
key largo,us,25,-80,24,84,1,5
gresham,us,45,-122,3,85,90,10
bocas del toro,pa,9,-82,26,100,76,3
dhankuta,np,26,87,9,75,0,1
nha trang,vn,12,109,29,79,20,4
macia,mz,-25,33,22,99,92,3
agustin codazzi,co,10,-73,25,58,88,0
ust-ishim,ru,57,71,-16,79,76,2
amalfi,co,6,-75,23,84,32,0
batemans bay,au,-35,150,22,85,68,0
great falls,us,47,-111,1,48,1,6
lena,es,32,-89,2,100,90,3
tingi,tz,-11,35,22,100,56,3
preobrazheniye,ru,42,133,-19,72,0,1
calamar,co,1,-72,27,64,80,1
bathurst,ca,-33,149,23,68,76,1
bend,us,44,-121,2,64,1,2
wahran,dz,,,,,,
san alberto,py,-24,-54,24,53,0,2
khakhea,bw,-24,23,21,16,12,6
krasnorechenskiy,ru,44,135,-14,48,0,4
werneck,de,49,10,3,93,1,5
birao,cf,10,22,18,38,0,4
lumut,my,-8,120,26,91,0,1
wampusirpi,hn,,,,,,
san quintin,mx,17,120,23,79,0,2
obo,cf,5,26,14,82,20,1
malanje,ao,-9,16,19,89,92,2
valkeakoski,fi,61,24,2,100,90,3
meilu,cn,,,,,,
cardston,ca,49,-113,1,59,90,10
provost,ca,52,-110,-18,54,0,1
bechem,gh,7,-2,24,81,48,4
dunoon,gb,55,-4,3,100,44,1
plast,ru,54,60,-19,50,12,1
mathbaria,bd,22,89,15,93,0,3
kirovskiy,ru,45,133,-20,56,0,1
angouleme,fr,45,0,7,93,0,2
cape coast,gh,5,-1,24,91,68,1
serowe,bw,-22,26,18,96,48,6
vazhiny,ru,60,34,-3,87,92,2
mbacke,sn,,,,,,
polonnaruwa,lk,7,81,21,94,48,1
ormstown,ca,45,-73,0,68,20,6
chute-aux-outardes,ca,49,-68,-11,85,90,2
buciumi,ro,46,26,0,70,90,4
birr,ie,53,-7,4,92,0,4
nova olimpia,br,-14,-57,27,81,8,2
tukan,ru,53,57,-7,74,80,1
helsinki,fi,60,24,3,93,75,4
la seyne-sur-mer,fr,43,5,11,44,0,8
xixiang,cn,22,113,13,76,90,8
massena,us,44,-74,0,69,90,4
asimion,gr,35,25,15,72,40,4
cabanbanan,ph,10,122,26,85,8,1
seybaplaya,mx,19,-90,25,78,90,5
gbadolite,cd,4,21,22,85,32,1
les cayes,ht,18,-73,27,100,20,9
singkang,id,2,102,28,83,75,2
sari,ir,36,53,12,93,0,0
arman,ru,59,150,-15,62,0,5
zaranj,af,30,61,9,49,0,4
blejoi,ro,44,26,0,75,90,2
bridgewater,us,41,-70,0,60,1,1
la libertad,sv,-16,-71,8,47,8,1
rochelle,us,41,-89,-6,93,1,2
herat,af,34,62,0,81,0,1
wanning,cn,48,13,6,87,75,8
cangucu,br,-31,-52,24,45,88,3
naberera,tz,-4,36,17,100,92,1
zaysan,kz,47,84,-28,25,0,0
brigantine,us,39,-74,0,66,1,2
linguere,sn,,,,,,
dom pedrito,br,-30,-54,21,46,8,3
phun phin,th,,,,,,
katete,zm,0,29,15,95,88,0
myaundzha,ru,63,147,-38,66,20,1
kainantu,pg,-6,145,19,95,76,0
norman wells,ca,65,-126,-14,92,75,4
jieshou,cn,33,115,-2,71,100,3
sisophon,kh,13,102,23,71,24,4
mirnyy,ru,56,36,0,95,88,4
havre-saint-pierre,ca,50,-63,-14,84,90,2
tynset,no,62,10,-1,92,76,6
laiyang,cn,36,120,-11,72,20,1
lusambo,cd,-4,23,21,98,80,0
ballina,au,54,-9,5,99,8,3
bolsheustikinskoye,ru,,,,,,
vozdvizhenka,ru,56,60,-17,84,32,2
aden,ye,12,45,25,100,68,4
sumbawa,id,,,,,,
ashford,gb,51,0,6,87,0,4
virginia beach,us,36,-75,5,95,90,10
ericeira,pt,38,-9,11,87,0,3
dori,bf,14,0,14,61,8,1
belle glade,us,26,-80,21,91,40,4
north platte,us,41,-100,-5,80,1,3
vicksburg,us,32,-90,3,88,90,2
rio bravo,mx,14,-91,28,69,40,2
marathopolis,gr,,,,,,
clervaux,lu,50,6,2,100,56,5
bilaspur,in,22,82,14,89,32,1
guajara,br,0,-48,25,88,0,2
nanao,jp,37,136,3,100,20,2
surat,in,21,72,16,87,0,3
barreirinhas,br,-2,-42,25,84,44,3
ciras,af,,,,,,
omutinskoye,ru,,,,,,
ukiah,us,39,-123,12,71,90,1
grants pass,us,42,-123,6,100,90,1
ardahan,tr,,,,,,
hollins,us,37,-79,-1,84,90,4
varhaug,no,58,5,3,86,75,7
mazabuka,zm,-15,27,17,99,88,4
nanakuli,us,21,-158,25,68,1,8
viganello,ch,46,8,6,80,0,3
contamana,pe,-7,-75,26,79,0,1
kenora,ca,49,-94,-10,85,40,5
sagna,ro,46,27,0,67,90,4
bongaree,au,-27,153,27,61,20,4
lexington,us,38,-84,1,79,40,1
povarovo,ru,56,37,-1,100,90,3
oster,ua,50,30,0,99,68,5
dasoguz,tm,41,59,-5,79,0,2
ejido,ve,8,-71,16,70,20,0
crab hill,bb,,,,,,
olean,us,42,-78,-6,73,1,2
djenne,ml,13,-4,15,64,0,1
seaham,gb,54,-1,2,100,0,2
thayetmyo,mm,19,95,19,98,24,2
hattiesburg,us,31,-89,3,85,90,4
porto velho,br,-8,-63,26,88,40,2
turan,ru,52,93,-33,41,12,0
witbank,za,-25,29,15,88,80,3
findochty,gb,57,-2,3,75,75,4
qostanay,kz,53,63,-23,76,0,1
am timan,td,11,20,19,39,0,3
gravdal,no,59,5,3,80,88,10
asau,tv,,,,,,
tizimin,mx,21,-88,25,76,48,4
seoul,kr,37,126,-5,45,0,1
barawe,so,,,,,,
baoying,cn,33,119,4,100,92,5
south lake tahoe,us,38,-119,0,88,20,0
kyren,ru,51,102,-36,53,0,0
zhenlai,cn,45,123,-24,41,0,1
straumen,no,63,11,-1,100,75,4
durban,za,43,0,9,76,90,4
rumphi,mw,-11,33,16,95,80,1
dawlatabad,af,36,64,5,99,80,0
lukovetskiy,ru,64,41,-4,85,90,4
alto araguaia,br,-17,-53,22,81,12,3
raudeberg,no,61,5,4,100,92,11
king city,us,36,-121,13,71,1,1
popondetta,pg,-8,148,25,80,56,0
nanga eboko,cm,4,12,21,82,36,1
purgstall,at,48,15,3,100,92,6
saquena,pe,-4,-73,26,87,12,1
moa,cu,20,-74,23,81,0,0
lewistown,us,40,-90,-5,89,1,3
domna,ru,51,113,-32,67,36,1
nuevo progreso,mx,26,-97,11,61,75,4
east wenatchee bench,us,47,-120,0,92,90,1
chaiyaphum,th,15,102,21,74,48,4
novikovo,ru,45,34,0,100,92,1
itupiranga,br,-5,-49,26,94,75,1
poopo,bo,-18,-66,16,56,92,1
beaverlodge,ca,55,-119,-6,85,75,1
corinto,ni,-18,-44,20,72,92,3
california city,us,35,-117,11,71,1,1
betwagan,ph,17,120,20,89,80,1
angol,cl,-37,-72,16,63,44,1
belawan,id,0,114,22,100,88,1
lafiagi,ng,8,5,23,71,0,2
barbastro,es,42,0,7,75,0,7
karlshamn,se,56,14,1,89,24,2
radcliff,us,37,-85,1,57,40,2
lephepe,bw,,,,,,
quesnel,ca,52,-122,4,60,90,4
qunduz,af,,,,,,
nuqui,co,5,-77,28,83,20,1
marshall,us,39,-87,-3,82,1,1
quetta,pk,30,67,-2,74,0,1
norilsk,ru,69,88,-18,77,76,3
moron,cu,10,-68,21,79,0,1
baraki barak,af,33,68,-5,89,36,1
leshan,cn,,,,,,
siedlce,pl,52,22,4,98,92,5
carballo,es,43,-8,6,100,90,2
berlevag,no,70,29,-2,100,92,1
stupino,ru,54,38,0,96,90,4
chancay,pe,-11,-77,21,77,0,4
arteaga,mx,25,-100,10,81,5,1
kimberley,za,-28,24,15,58,0,5
rosendal,no,59,17,0,100,56,2
hasaki,jp,35,140,5,56,75,4
jishu,cn,44,126,-23,69,0,0
pontianak,id,0,109,26,93,48,0
betong,th,5,101,22,96,36,1
rengo,cl,-34,-70,22,49,0,2
oruro,bo,-17,-67,9,97,88,1
east stroudsburg,us,41,-75,-3,77,1,4
devavanya,hu,47,20,4,80,0,3
santa cruz de tenerife,es,28,-16,19,34,0,5
idanre,ng,7,5,23,89,20,1
brynmawr,gb,51,-3,7,87,75,6
moussoro,td,13,16,18,29,0,6
boissevain,ca,49,-100,-6,79,1,4
naron,es,43,-8,5,100,90,2
la gaulette,mu,,,,,,
tunceli,tr,39,39,4,75,75,3
rongai,ke,0,35,13,95,92,0
kabalo,cd,-6,26,20,100,100,1
tzucacab,mx,20,-89,27,57,56,1
potgietersrus,za,,,,,,
westlock,ca,54,-113,-5,67,90,4
kokologo,bf,12,-1,22,35,0,2
chirongui,yt,-12,45,28,78,0,3
dana point,us,33,-117,16,72,1,0
kuznechnoye,ru,61,29,0,91,92,4
yorosso,ml,12,-4,15,44,0,1
kamsack,ca,51,-101,-9,78,75,3
sarakhs,ir,36,61,8,93,88,2
blackfoot,us,43,-112,-5,80,1,1
jinsha,cn,24,118,17,88,75,3
singaraja,id,-8,115,24,100,24,0
patitirion,gr,39,23,14,62,20,4
hirtshals,dk,57,9,5,100,80,9
san policarpo,ph,12,125,26,99,68,2
uppsala,se,59,17,0,100,56,2
uri,in,40,8,15,62,0,7
banda,in,25,80,10,84,8,1
saint augustine,us,10,-61,25,83,20,2
liliani,pk,32,72,11,99,92,2
sogdiondon,ru,,,,,,
brumunddal,no,60,10,0,73,88,2
tuyen quang,vn,21,105,11,100,92,1
santa eulalia del rio,es,,,,,,
salamanca,cl,40,-5,-1,100,0,2
mukhen,ru,48,136,-20,56,76,1
ila,ng,63,10,1,100,75,4
san pablo,gt,14,121,30,58,20,1
fukue,jp,35,136,8,42,75,7
bridlington,gb,54,0,2,86,8,3
ust-tarka,ru,55,75,-23,52,0,1
elko,us,40,-115,-3,84,90,4
honolulu,us,21,-157,25,56,40,7
kultuk,ru,51,103,-24,100,0,1
kangasala,fi,61,24,1,100,90,3
duku,ng,11,4,21,36,0,4
blue springs,us,39,-94,-2,79,1,1
thanh hoa,vn,10,106,27,88,40,4
grants,us,35,-107,-1,57,0,3
zelenoborsk,ru,61,64,-10,89,56,1
wuan,cn,31,112,-1,85,92,3
kreuztal,de,50,7,5,81,75,6
lyaskelya,ru,61,31,-1,93,92,4
knin,hr,44,16,-1,82,36,0
xian,cn,42,-8,7,100,20,2
elk grove village,us,42,-87,-5,80,20,3
cabadiangan,ph,10,123,29,74,75,5
matam,sn,15,-13,24,31,0,1
isla mujeres,mx,21,-86,24,94,75,1
chake chake,tz,-5,39,27,100,20,3
mormugao,in,,,,,,
ondorhaan,mn,,,,,,
salvador,br,-12,-38,28,78,40,3
kantang,th,7,99,26,88,20,1
madison,us,43,-89,-7,84,1,1
gambiran,id,-7,111,23,99,56,1
mafra,br,38,-9,11,87,0,3
redmond,us,47,-122,5,92,90,5
cradock,za,-32,25,5,95,0,0
palanga,lt,44,25,-1,94,76,1
telfs,at,47,11,1,80,75,4
toba,jp,34,136,8,42,75,7
nambucca heads,au,-30,152,26,61,0,9
jablanica,bg,43,17,0,84,40,1
kone,nc,21,96,18,88,40,1
shubarshi,kz,48,57,-9,76,76,1
ushuaia,ar,-54,-68,13,43,20,7
yichang,cn,30,111,0,90,92,2
sandavagur,fo,,,,,,
ninh binh,vn,20,105,11,100,92,5
ibirite,br,-20,-44,17,77,0,3
bahir dar,et,11,37,9,82,0,0
jiayuguan,cn,39,98,-28,44,44,0
padre bernardo,br,,,,,,
bhadrachalam,in,17,80,17,94,0,1
dera bugti,pk,29,69,12,92,0,1
shkotovo-22,ru,,,,,,
yauya,pe,-8,-77,10,52,0,0
neftcala,az,39,49,7,100,92,2
karatau,kz,43,70,1,95,68,4
verkhoturye,ru,58,60,-11,77,68,1
mugur-aksy,ru,50,90,-35,43,0,1
rio brilhante,br,-21,-54,26,48,0,4
conceicao do araguaia,br,-8,-49,24,92,92,2
cibitoke,bi,-2,29,15,100,92,0
grafing,de,48,11,5,86,75,7
chakwal,pk,32,72,11,100,92,1
glarus,ch,47,9,6,86,40,3
parkes,au,-33,148,28,43,48,2
arraias,br,-12,-46,20,97,88,3
xinyu,cn,27,114,2,100,92,1
kongolo,cd,-5,27,20,97,92,0
guamo,co,43,10,5,100,0,2
stromness,gb,42,-79,-3,79,90,4
bondo,cd,3,23,26,52,36,1
marsaxlokk,mt,35,14,17,67,40,10
forest,ca,32,-89,2,100,90,3
new richmond,ca,48,-65,-12,78,90,1
bonga,et,7,36,14,100,80,0
wroclaw,pl,51,17,6,75,40,11
iracoubo,gf,5,-53,25,77,100,2
zavodouspenskoye,ru,56,65,-20,76,0,2
shirak,am,40,43,0,83,75,1
anito,ph,12,125,26,100,32,2
guerande,fr,48,-4,8,81,40,2
mirina,gr,,,,,,
andenes,no,,,,,,
ornes,no,49,5,4,87,90,6
belem de sao francisco,br,-8,-38,20,99,80,2
bogande,bf,12,0,15,54,0,1
udalguri,in,26,92,6,69,0,0
west odessa,us,31,-102,4,76,0,1
gazni,af,,,,,,
laranja da terra,br,-19,-41,17,81,88,2
abrau-dyurso,ru,44,37,4,100,44,2
chunian,pk,30,73,13,95,88,2
amod,in,21,72,13,82,0,1
neuquen,ar,-38,-68,24,36,0,2
tlalnepantla,mx,19,-99,15,42,40,2
cambrils,es,41,1,11,62,0,2
toftir,fo,,,,,,
udankudi,in,8,78,25,88,40,4
korablino,ru,53,40,0,96,92,6
oga,jp,8,5,22,79,0,1
ketchikan,us,55,-131,7,92,90,7
tottori,jp,35,134,2,93,75,5
stamsund,no,,,,,,
mbinga,tz,-10,35,19,100,56,1
amantea,it,39,16,8,100,90,6
pampa,us,35,-100,4,41,40,1
imisli,az,,,,,,
puqi,cn,29,113,2,100,92,2
de aar,za,-30,24,13,67,0,6
barra patuca,hn,15,-84,26,100,68,3
arica,cl,-18,-70,18,68,0,1
panjab,af,34,67,-18,100,24,0
bentiu,sd,,,,,,
saint simons,us,31,-81,9,82,90,3
abdanan,ir,32,47,4,95,0,1
barao de melgaco,br,-16,-55,24,94,0,1
mamou,gn,10,-12,16,77,0,1
linjiang,cn,41,126,-25,61,36,1
quime,bo,-16,-67,15,57,68,0
batavia,us,43,-78,-3,81,90,4
mweka,cd,-4,21,21,95,100,1
aasiaat,gl,68,-52,-8,100,32,4
zarya,ru,45,39,0,87,8,3
qingyuan,cn,27,119,4,100,92,1
artvin,tr,41,41,11,50,0,10
recodo,ph,13,121,22,100,76,1
siocon,ph,11,124,27,100,0,3
hayesville,us,35,-83,2,100,90,2
kuantan,my,3,103,27,88,75,1
brazzaville,cg,-4,15,25,83,40,2
krasnyy bogatyr,ru,56,41,-2,93,88,6
mihijam,in,23,86,13,87,0,2
mercedes,ar,-33,-58,21,82,36,1
calafat,ro,43,22,-2,92,56,1
bay city,us,43,-83,-3,85,1,1
lichinga,mz,-13,35,18,100,40,1
povenets,ru,62,34,-4,88,92,4
tonantins,br,-2,-67,24,93,80,2
wanganui,nz,-39,175,20,80,8,4
portsmouth,us,50,-1,7,87,20,5
saint-francois,gp,46,3,9,76,90,6
matto,jp,,,,,,
ahome,mx,25,-109,21,64,5,5
salekhard,ru,66,66,-13,75,64,3
hrubieszow,pl,50,23,4,96,92,5
darnah,ly,32,22,19,100,80,9
ovalle,cl,-30,-71,18,67,0,1
college,us,64,-147,-13,92,90,1
vila,vu,45,8,5,70,0,2
jinotega,ni,13,-86,20,90,44,0
mudon,mm,16,97,23,88,68,1
ntungamo,ug,0,30,15,95,88,0
itarema,br,-2,-39,25,88,48,3
williston,us,48,-103,-5,77,1,1
bhandara,in,21,79,20,100,40,1
kalispell,us,48,-114,-5,84,1,0
aqtobe,kz,50,57,-7,67,40,1
namatanai,pg,-3,152,30,95,36,2
colac,au,-38,143,19,50,0,1
